customer_id,industry,company_size,lead_source,inquiry_type,contact_count,days_since_contact,stage,contracted
A00409,食品,大規模,Web問い合わせ,サンプル依頼,4,2,接触済,0
A00410,日用品,中規模,展示会,資料請求,2,26,接触済,0
A00411,その他,小規模,Web問い合わせ,サンプル依頼,1,99,接触済,0
A00412,化粧品,大規模,Web問い合わせ,情報収集,0,65,未接触,0
A00413,その他,大規模,Web問い合わせ,情報収集,3,83,接触済,0
A00414,化粧品,小規模,Web問い合わせ,情報収集,1,86,接触済,0
A00415,日用品,中規模,展示会,情報収集,3,31,接触済,0
A00416,食品,小規模,営業開拓,資料請求,2,103,接触済,0
A00417,化粧品,中規模,営業開拓,情報収集,3,88,接触済,0
A00418,食品,中規模,Web問い合わせ,サンプル依頼,3,102,接触済,0
A00419,化粧品,中規模,Web問い合わせ,情報収集,2,73,接触済,0
A00420,食品,中規模,展示会,サンプル依頼,5,98,接触済,0
A00421,日用品,小規模,営業開拓,資料請求,2,87,接触済,0
A00422,日用品,小規模,Web問い合わせ,情報収集,1,84,接触済,0
A00423,食品,中規模,展示会,見積依頼,3,86,接触済,0
A00424,食品,中規模,営業開拓,サンプル依頼,2,43,接触済,0
A00425,化粧品,小規模,展示会,情報収集,4,9,契約,1
A00426,食品,中規模,紹介,情報収集,2,117,接触済,0
A00427,食品,小規模,Web問い合わせ,サンプル依頼,2,75,接触済,0
A00428,化粧品,中規模,営業開拓,資料請求,1,74,接触済,0
A00429,その他,小規模,紹介,資料請求,4,30,接触済,0
A00430,その他,大規模,Web問い合わせ,見積依頼,5,115,接触済,0
A00431,化粧品,中規模,営業開拓,サンプル依頼,2,112,接触済,0
A00432,化粧品,小規模,営業開拓,サンプル依頼,2,6,契約,1
A00433,その他,大規模,紹介,情報収集,2,88,接触済,0
A00434,化粧品,小規模,Web問い合わせ,情報収集,3,73,接触済,0
A00435,化粧品,大規模,紹介,情報収集,2,37,接触済,0
A00436,その他,小規模,Web問い合わせ,資料請求,0,106,未接触,0
A00437,その他,小規模,Web問い合わせ,サンプル依頼,5,23,接触済,0
A00438,化粧品,小規模,紹介,資料請求,0,88,未接触,0
A00439,日用品,大規模,Web問い合わせ,資料請求,2,83,接触済,0
A00440,食品,小規模,営業開拓,資料請求,0,95,未接触,0
A00441,食品,中規模,営業開拓,サンプル依頼,4,103,接触済,0
A00442,化粧品,小規模,営業開拓,サンプル依頼,5,83,接触済,0
A00443,食品,大規模,営業開拓,資料請求,0,61,未接触,0
A00444,その他,中規模,展示会,情報収集,0,119,未接触,0
A00445,化粧品,小規模,営業開拓,見積依頼,1,0,接触済,0
A00446,化粧品,中規模,展示会,サンプル依頼,1,28,接触済,0
A00447,その他,小規模,営業開拓,サンプル依頼,6,84,接触済,0
A00448,その他,中規模,展示会,資料請求,2,103,接触済,0
A00449,研究開発,小規模,紹介,情報収集,4,87,接触済,0
A00450,日用品,小規模,展示会,見積依頼,6,72,接触済,0
A00451,食品,小規模,Web問い合わせ,情報収集,4,98,接触済,0
A00452,食品,大規模,Web問い合わせ,サンプル依頼,5,65,契約,1
A00453,その他,中規模,営業開拓,資料請求,3,119,接触済,0
A00454,その他,中規模,営業開拓,資料請求,2,66,接触済,0
A00455,化粧品,中規模,営業開拓,情報収集,3,112,接触済,0
A00456,研究開発,中規模,Web問い合わせ,見積依頼,0,17,未接触,0
A00457,研究開発,小規模,紹介,見積依頼,0,13,未接触,0
A00458,化粧品,小規模,Web問い合わせ,サンプル依頼,3,23,契約,1
A00459,食品,中規模,Web問い合わせ,資料請求,3,61,接触済,0
A00460,その他,小規模,紹介,情報収集,2,27,接触済,0
A00461,化粧品,大規模,Web問い合わせ,サンプル依頼,1,4,契約,1
A00462,日用品,中規模,展示会,資料請求,2,42,接触済,0
A00463,化粧品,中規模,展示会,見積依頼,2,50,契約,1
A00464,その他,大規模,営業開拓,情報収集,3,108,接触済,0
A00465,日用品,小規模,Web問い合わせ,見積依頼,1,58,接触済,0
A00466,化粧品,小規模,Web問い合わせ,資料請求,1,12,接触済,0
A00467,化粧品,中規模,Web問い合わせ,資料請求,1,31,接触済,0
A00468,化粧品,中規模,展示会,見積依頼,3,94,接触済,0
A00469,研究開発,中規模,営業開拓,サンプル依頼,1,83,接触済,0
A00470,研究開発,中規模,展示会,サンプル依頼,7,86,接触済,0
A00471,化粧品,大規模,営業開拓,サンプル依頼,0,49,契約,1
A00472,日用品,中規模,展示会,サンプル依頼,1,73,接触済,0
A00473,食品,中規模,Web問い合わせ,資料請求,2,54,接触済,0
A00474,その他,大規模,展示会,資料請求,1,5,契約,1
A00475,食品,小規模,Web問い合わせ,資料請求,2,58,接触済,0
A00476,化粧品,中規模,紹介,サンプル依頼,4,41,契約,1
A00477,食品,大規模,営業開拓,サンプル依頼,6,7,接触済,0
A00478,その他,小規模,展示会,資料請求,2,91,接触済,0
A00479,化粧品,小規模,Web問い合わせ,資料請求,1,70,接触済,0
A00480,研究開発,中規模,営業開拓,情報収集,4,82,接触済,0
A00481,化粧品,中規模,営業開拓,資料請求,5,14,契約,1
A00482,日用品,小規模,紹介,資料請求,3,19,接触済,0
A00483,その他,小規模,Web問い合わせ,見積依頼,0,20,未接触,0
A00484,研究開発,大規模,Web問い合わせ,資料請求,4,35,接触済,0
A00485,食品,小規模,営業開拓,情報収集,4,99,接触済,0
A00486,その他,中規模,展示会,資料請求,3,82,接触済,0
A00487,その他,小規模,Web問い合わせ,サンプル依頼,1,5,接触済,0
A00488,研究開発,小規模,Web問い合わせ,サンプル依頼,6,106,接触済,0
A00489,その他,小規模,Web問い合わせ,情報収集,1,119,接触済,0
A00490,食品,小規模,展示会,情報収集,2,40,接触済,0
A00491,その他,小規模,営業開拓,資料請求,0,109,未接触,0
A00492,化粧品,小規模,営業開拓,見積依頼,5,111,接触済,0
A00493,日用品,中規模,Web問い合わせ,資料請求,1,3,接触済,0
A00494,化粧品,中規模,展示会,サンプル依頼,0,11,未接触,0
A00495,食品,小規模,紹介,サンプル依頼,3,67,契約,1
A00496,化粧品,小規模,Web問い合わせ,資料請求,4,1,契約,1
A00497,研究開発,大規模,Web問い合わせ,見積依頼,3,106,接触済,0
A00498,食品,小規模,紹介,資料請求,5,87,契約,1
A00499,日用品,大規模,営業開拓,情報収集,2,78,契約,1
A00500,食品,中規模,展示会,資料請求,3,118,接触済,0
A00501,研究開発,中規模,営業開拓,資料請求,5,97,接触済,0
A00502,化粧品,小規模,Web問い合わせ,情報収集,1,119,接触済,0
A00503,日用品,中規模,紹介,資料請求,5,45,接触済,0
A00504,研究開発,中規模,展示会,サンプル依頼,5,37,接触済,0
A00505,化粧品,大規模,展示会,見積依頼,5,36,商談,0
A00506,日用品,小規模,Web問い合わせ,サンプル依頼,1,89,接触済,0
A00507,食品,大規模,営業開拓,資料請求,2,39,接触済,0
A00508,食品,中規模,展示会,情報収集,5,40,接触済,0
A00509,研究開発,小規模,Web問い合わせ,情報収集,2,97,接触済,0
A00510,化粧品,中規模,Web問い合わせ,情報収集,4,4,接触済,0
A00511,食品,大規模,Web問い合わせ,情報収集,5,42,接触済,0
A00512,化粧品,大規模,営業開拓,資料請求,2,26,接触済,0
A00513,研究開発,小規模,展示会,資料請求,1,106,接触済,0
A00514,日用品,中規模,Web問い合わせ,見積依頼,2,3,契約,1
A00515,化粧品,中規模,営業開拓,サンプル依頼,2,75,接触済,0
A00516,化粧品,小規模,Web問い合わせ,資料請求,3,93,接触済,0
A00517,食品,小規模,展示会,情報収集,0,1,未接触,0
A00518,食品,小規模,Web問い合わせ,資料請求,3,33,接触済,0
A00519,その他,小規模,紹介,情報収集,1,36,接触済,0
A00520,化粧品,小規模,紹介,情報収集,0,42,未接触,0
A00521,研究開発,中規模,営業開拓,情報収集,1,4,接触済,0
A00522,化粧品,小規模,Web問い合わせ,資料請求,4,56,接触済,0
A00523,化粧品,大規模,営業開拓,見積依頼,3,109,接触済,0
A00524,研究開発,小規模,Web問い合わせ,サンプル依頼,2,76,接触済,0
A00525,研究開発,小規模,Web問い合わせ,資料請求,2,104,接触済,0
A00526,日用品,小規模,営業開拓,情報収集,2,88,接触済,0
A00527,日用品,小規模,紹介,見積依頼,1,0,接触済,0
A00528,研究開発,中規模,Web問い合わせ,資料請求,1,108,接触済,0
A00529,その他,中規模,Web問い合わせ,情報収集,2,63,接触済,0
A00530,日用品,大規模,紹介,資料請求,1,99,接触済,0
A00531,日用品,小規模,紹介,サンプル依頼,2,71,接触済,0
A00532,日用品,中規模,Web問い合わせ,サンプル依頼,3,11,接触済,0
A00533,日用品,小規模,展示会,資料請求,3,105,接触済,0
A00534,化粧品,大規模,紹介,資料請求,2,110,接触済,0
A00535,日用品,中規模,展示会,資料請求,2,111,接触済,0
A00536,化粧品,小規模,営業開拓,資料請求,3,34,接触済,0
A00537,日用品,中規模,Web問い合わせ,資料請求,1,52,接触済,0
A00538,化粧品,大規模,Web問い合わせ,情報収集,1,73,接触済,0
A00539,化粧品,大規模,営業開拓,資料請求,3,11,接触済,0
A00540,化粧品,中規模,Web問い合わせ,資料請求,3,49,接触済,0
A00541,日用品,中規模,紹介,資料請求,2,32,接触済,0
A00542,化粧品,小規模,紹介,資料請求,2,36,契約,1
A00543,化粧品,大規模,Web問い合わせ,情報収集,4,43,接触済,0
A00544,研究開発,小規模,Web問い合わせ,見積依頼,3,14,接触済,0
A00545,その他,小規模,Web問い合わせ,サンプル依頼,3,35,接触済,0
A00546,研究開発,中規模,展示会,サンプル依頼,3,0,接触済,0
A00547,化粧品,小規模,展示会,資料請求,3,37,接触済,0
A00548,化粧品,小規模,Web問い合わせ,情報収集,2,107,接触済,0
A00549,研究開発,中規模,営業開拓,情報収集,2,104,接触済,0
A00550,食品,中規模,紹介,資料請求,2,20,接触済,0
A00551,日用品,大規模,営業開拓,資料請求,4,98,接触済,0
A00552,食品,大規模,Web問い合わせ,サンプル依頼,2,50,接触済,0
A00553,化粧品,中規模,Web問い合わせ,情報収集,2,119,接触済,0
A00554,日用品,大規模,紹介,資料請求,3,53,契約,1
A00555,食品,小規模,営業開拓,資料請求,0,14,未接触,0
A00556,食品,小規模,営業開拓,サンプル依頼,2,119,接触済,0
A00557,化粧品,小規模,展示会,見積依頼,2,44,接触済,0
A00558,食品,中規模,Web問い合わせ,見積依頼,1,55,接触済,0
A00559,その他,中規模,紹介,サンプル依頼,5,118,契約,1
A00560,その他,大規模,紹介,資料請求,4,67,接触済,0
A00561,日用品,大規模,営業開拓,サンプル依頼,3,26,接触済,0
A00562,日用品,中規模,紹介,資料請求,5,56,契約,1
A00563,日用品,小規模,Web問い合わせ,サンプル依頼,2,20,接触済,0
A00564,化粧品,小規模,営業開拓,資料請求,3,72,接触済,0
A00565,研究開発,中規模,紹介,見積依頼,4,59,接触済,0
A00566,日用品,小規模,営業開拓,情報収集,3,33,接触済,0
A00567,その他,小規模,Web問い合わせ,サンプル依頼,3,63,接触済,0
A00568,研究開発,小規模,Web問い合わせ,サンプル依頼,2,92,接触済,0
A00569,化粧品,小規模,紹介,情報収集,5,108,接触済,0
A00570,日用品,小規模,営業開拓,サンプル依頼,4,76,接触済,0
A00571,化粧品,小規模,Web問い合わせ,資料請求,5,6,接触済,0
A00572,化粧品,中規模,営業開拓,情報収集,6,100,接触済,0
A00573,化粧品,小規模,営業開拓,情報収集,3,23,接触済,0
A00574,化粧品,小規模,Web問い合わせ,資料請求,1,56,接触済,0
A00575,食品,小規模,Web問い合わせ,情報収集,1,115,接触済,0
A00576,食品,小規模,紹介,情報収集,3,106,接触済,0
A00577,日用品,大規模,Web問い合わせ,資料請求,2,84,接触済,0
A00578,食品,中規模,紹介,情報収集,3,47,接触済,0
A00579,化粧品,小規模,営業開拓,情報収集,0,97,未接触,0
A00580,日用品,中規模,紹介,見積依頼,0,26,未接触,0
A00581,化粧品,中規模,Web問い合わせ,資料請求,6,28,契約,1
A00582,研究開発,中規模,営業開拓,サンプル依頼,3,112,接触済,0
A00583,化粧品,中規模,営業開拓,情報収集,2,9,接触済,0
A00584,日用品,中規模,紹介,資料請求,2,70,接触済,0
A00585,化粧品,小規模,営業開拓,サンプル依頼,5,17,接触済,0
A00586,化粧品,中規模,紹介,サンプル依頼,1,7,契約,1
A00587,化粧品,小規模,Web問い合わせ,サンプル依頼,6,36,接触済,0
A00588,その他,大規模,紹介,資料請求,2,34,接触済,0
A00589,日用品,中規模,Web問い合わせ,サンプル依頼,3,15,接触済,0
A00590,食品,中規模,営業開拓,サンプル依頼,5,75,接触済,0
A00591,研究開発,中規模,展示会,資料請求,1,51,接触済,0
A00592,その他,中規模,展示会,情報収集,5,114,接触済,0
A00593,日用品,中規模,Web問い合わせ,資料請求,0,11,契約,1
A00594,化粧品,小規模,展示会,資料請求,1,109,接触済,0
A00595,研究開発,中規模,営業開拓,見積依頼,3,63,接触済,0
A00596,その他,大規模,Web問い合わせ,資料請求,1,80,接触済,0
A00597,研究開発,大規模,展示会,資料請求,1,64,接触済,0
A00598,その他,小規模,Web問い合わせ,資料請求,2,67,接触済,0
A00599,日用品,中規模,展示会,見積依頼,1,73,接触済,0
A00600,化粧品,大規模,Web問い合わせ,見積依頼,2,62,接触済,0
A00601,化粧品,小規模,Web問い合わせ,資料請求,0,115,未接触,0
A00602,化粧品,小規模,紹介,サンプル依頼,3,50,商談,0
A00603,化粧品,小規模,展示会,サンプル依頼,3,11,接触済,0
A00604,食品,小規模,展示会,資料請求,3,79,接触済,0
A00605,その他,小規模,Web問い合わせ,情報収集,2,70,接触済,0
A00606,食品,中規模,Web問い合わせ,情報収集,2,64,接触済,0
A00607,その他,小規模,営業開拓,情報収集,1,89,接触済,0
A00608,日用品,中規模,展示会,資料請求,4,21,接触済,0
A00609,研究開発,中規模,展示会,資料請求,5,90,接触済,0
A00610,研究開発,中規模,営業開拓,情報収集,4,30,接触済,0
A00611,その他,小規模,紹介,サンプル依頼,1,9,接触済,0
A00612,化粧品,小規模,Web問い合わせ,サンプル依頼,4,77,接触済,0
A00613,化粧品,大規模,Web問い合わせ,見積依頼,1,34,接触済,0
A00614,研究開発,小規模,営業開拓,情報収集,0,0,未接触,0
A00615,その他,中規模,営業開拓,見積依頼,3,59,接触済,0
A00616,化粧品,小規模,営業開拓,サンプル依頼,1,37,接触済,0
A00617,化粧品,中規模,営業開拓,資料請求,3,6,契約,1
A00618,化粧品,中規模,営業開拓,資料請求,3,32,接触済,0
A00619,食品,中規模,営業開拓,情報収集,2,12,接触済,0
A00620,化粧品,中規模,Web問い合わせ,資料請求,6,109,接触済,0
A00621,研究開発,小規模,展示会,サンプル依頼,2,29,接触済,0
A00622,日用品,小規模,営業開拓,情報収集,1,66,契約,1
A00623,日用品,小規模,Web問い合わせ,資料請求,1,39,接触済,0
A00624,研究開発,小規模,営業開拓,資料請求,4,87,接触済,0
A00625,研究開発,中規模,紹介,サンプル依頼,4,105,接触済,0
A00626,日用品,小規模,紹介,サンプル依頼,1,56,接触済,0
A00627,その他,小規模,展示会,資料請求,2,48,接触済,0
A00628,化粧品,中規模,紹介,資料請求,3,56,接触済,0
