opportunity_id,customer_id,stage,contracted,days_since_contact
OPP-A02807,A02807,接触済,0,109
OPP-A02808,A02808,接触済,0,64
OPP-A02809,A02809,接触済,0,104
OPP-A02810,A02810,接触済,0,67
OPP-A02811,A02811,接触済,0,4
OPP-A02812,A02812,接触済,0,89
OPP-A02813,A02813,接触済,0,113
OPP-A02814,A02814,接触済,0,4
OPP-A02815,A02815,接触済,0,111
OPP-A02816,A02816,契約,1,117
OPP-A02817,A02817,接触済,0,3
OPP-A02818,A02818,契約,1,61
OPP-A02819,A02819,接触済,0,63
OPP-A02820,A02820,接触済,0,100
OPP-A02821,A02821,接触済,0,96
OPP-A02822,A02822,接触済,0,111
OPP-A02823,A02823,接触済,0,39
OPP-A02824,A02824,接触済,0,44
OPP-A02825,A02825,接触済,0,28
OPP-A02826,A02826,未接触,0,112
OPP-A02827,A02827,接触済,0,107
OPP-A02828,A02828,接触済,0,101
OPP-A02829,A02829,接触済,0,59
OPP-A02830,A02830,接触済,0,59
OPP-A02831,A02831,接触済,0,26
OPP-A02832,A02832,接触済,0,16
OPP-A02833,A02833,接触済,0,41
OPP-A02834,A02834,接触済,0,97
OPP-A02835,A02835,接触済,0,29
OPP-A02836,A02836,接触済,0,80
OPP-A02837,A02837,接触済,0,35
OPP-A02838,A02838,接触済,0,111
OPP-A02839,A02839,接触済,0,119
OPP-A02840,A02840,接触済,0,44
OPP-A02841,A02841,契約,1,18
OPP-A02842,A02842,接触済,0,28
OPP-A02843,A02843,接触済,0,19
OPP-A02844,A02844,接触済,0,74
OPP-A02845,A02845,接触済,0,83
OPP-A02846,A02846,接触済,0,13
OPP-A02847,A02847,接触済,0,26
OPP-A02848,A02848,接触済,0,67
OPP-A02849,A02849,接触済,0,74
OPP-A02850,A02850,接触済,0,44
OPP-A02851,A02851,契約,1,73
OPP-A02852,A02852,接触済,0,12
OPP-A02853,A02853,接触済,0,90
OPP-A02854,A02854,接触済,0,74
OPP-A02855,A02855,接触済,0,39
OPP-A02856,A02856,接触済,0,51
OPP-A02857,A02857,接触済,0,45
OPP-A02858,A02858,接触済,0,83
OPP-A02859,A02859,接触済,0,23
OPP-A02860,A02860,接触済,0,39
OPP-A02861,A02861,接触済,0,31
OPP-A02862,A02862,接触済,0,53
OPP-A02863,A02863,商談,0,47
OPP-A02864,A02864,接触済,0,62
OPP-A02865,A02865,接触済,0,40
OPP-A02866,A02866,接触済,0,6
OPP-A02867,A02867,接触済,0,8
OPP-A02868,A02868,未接触,0,52
OPP-A02869,A02869,接触済,0,112
OPP-A02870,A02870,接触済,0,113
OPP-A02871,A02871,接触済,0,73
OPP-A02872,A02872,接触済,0,1
OPP-A02873,A02873,接触済,0,91
OPP-A02874,A02874,接触済,0,72
OPP-A02875,A02875,接触済,0,41
OPP-A02876,A02876,接触済,0,111
OPP-A02877,A02877,接触済,0,74
OPP-A02878,A02878,接触済,0,36
OPP-A02879,A02879,商談,0,9
OPP-A02880,A02880,接触済,0,52
OPP-A02881,A02881,接触済,0,63
OPP-A02882,A02882,接触済,0,11
OPP-A02883,A02883,接触済,0,101
OPP-A02884,A02884,接触済,0,41
OPP-A02885,A02885,接触済,0,28
OPP-A02886,A02886,接触済,0,75
OPP-A02887,A02887,接触済,0,115
OPP-A02888,A02888,接触済,0,62
OPP-A02889,A02889,接触済,0,99
OPP-A02890,A02890,接触済,0,69
OPP-A02891,A02891,接触済,0,4
OPP-A02892,A02892,接触済,0,23
OPP-A02893,A02893,接触済,0,27
OPP-A02894,A02894,契約,1,55
OPP-A02895,A02895,接触済,0,117
OPP-A02896,A02896,接触済,0,8
OPP-A02897,A02897,接触済,0,18
OPP-A02898,A02898,接触済,0,6
OPP-A02899,A02899,接触済,0,45
OPP-A02900,A02900,接触済,0,88
OPP-A02901,A02901,接触済,0,110
OPP-A02902,A02902,接触済,0,115
OPP-A02903,A02903,接触済,0,70
OPP-A02904,A02904,接触済,0,107
OPP-A02905,A02905,接触済,0,87
OPP-A02906,A02906,接触済,0,78
OPP-A02907,A02907,接触済,0,113
OPP-A02908,A02908,契約,1,17
OPP-A02909,A02909,契約,1,10
OPP-A02910,A02910,接触済,0,58
OPP-A02911,A02911,接触済,0,68
OPP-A02912,A02912,接触済,0,38
OPP-A02913,A02913,接触済,0,93
OPP-A02914,A02914,接触済,0,74
OPP-A02915,A02915,契約,1,61
OPP-A02916,A02916,接触済,0,57
OPP-A02917,A02917,接触済,0,58
OPP-A02918,A02918,接触済,0,100
OPP-A02919,A02919,接触済,0,114
OPP-A02920,A02920,接触済,0,20
OPP-A02921,A02921,接触済,0,16
OPP-A02922,A02922,契約,1,84
OPP-A02923,A02923,接触済,0,10
OPP-A02924,A02924,未接触,0,19
OPP-A02925,A02925,接触済,0,87
OPP-A02926,A02926,接触済,0,22
OPP-A02927,A02927,接触済,0,18
OPP-A02928,A02928,接触済,0,111
OPP-A02929,A02929,契約,1,34
OPP-A02930,A02930,接触済,0,24
OPP-A02931,A02931,接触済,0,61
OPP-A02932,A02932,接触済,0,88
OPP-A02933,A02933,接触済,0,16
OPP-A02934,A02934,未接触,0,10
OPP-A02935,A02935,商談,0,50
OPP-A02936,A02936,未接触,0,111
OPP-A02937,A02937,接触済,0,2
OPP-A02938,A02938,接触済,0,41
OPP-A02939,A02939,接触済,0,41
OPP-A02940,A02940,接触済,0,111
OPP-A02941,A02941,接触済,0,57
OPP-A02942,A02942,接触済,0,100
OPP-A02943,A02943,契約,1,54
OPP-A02944,A02944,接触済,0,21
OPP-A02945,A02945,未接触,0,17
OPP-A02946,A02946,接触済,0,111
OPP-A02947,A02947,接触済,0,45
OPP-A02948,A02948,接触済,0,28
OPP-A02949,A02949,接触済,0,15
OPP-A02950,A02950,接触済,0,11
OPP-A02951,A02951,接触済,0,106
OPP-A02952,A02952,接触済,0,0
OPP-A02953,A02953,接触済,0,21
OPP-A02954,A02954,接触済,0,83
OPP-A02955,A02955,接触済,0,108
OPP-A02956,A02956,接触済,0,35
OPP-A02957,A02957,契約,1,74
OPP-A02958,A02958,接触済,0,108
OPP-A02959,A02959,接触済,0,108
OPP-A02960,A02960,未接触,0,2
OPP-A02961,A02961,接触済,0,40
OPP-A02962,A02962,契約,1,58
OPP-A02963,A02963,契約,1,4
OPP-A02964,A02964,接触済,0,24
OPP-A02965,A02965,接触済,0,21
OPP-A02966,A02966,接触済,0,56
OPP-A02967,A02967,接触済,0,33
OPP-A02968,A02968,接触済,0,2
OPP-A02969,A02969,未接触,0,85
OPP-A02970,A02970,接触済,0,90
OPP-A02971,A02971,接触済,0,16
OPP-A02972,A02972,接触済,0,58
OPP-A02973,A02973,接触済,0,66
OPP-A02974,A02974,未接触,0,54
OPP-A02975,A02975,接触済,0,0
OPP-A02976,A02976,接触済,0,19
OPP-A02977,A02977,接触済,0,90
OPP-A02978,A02978,接触済,0,46
OPP-A02979,A02979,接触済,0,74
OPP-A02980,A02980,接触済,0,43
OPP-A02981,A02981,接触済,0,92
OPP-A02982,A02982,未接触,0,78
OPP-A02983,A02983,接触済,0,38
OPP-A02984,A02984,接触済,0,112
OPP-A02985,A02985,接触済,0,106
OPP-A02986,A02986,接触済,0,52
OPP-A02987,A02987,接触済,0,114
OPP-A02988,A02988,接触済,0,60
OPP-A02989,A02989,接触済,0,20
OPP-A02990,A02990,接触済,0,119
OPP-A02991,A02991,接触済,0,45
OPP-A02992,A02992,接触済,0,16
OPP-A02993,A02993,未接触,0,22
OPP-A02994,A02994,接触済,0,42
OPP-A02995,A02995,接触済,0,94
OPP-A02996,A02996,契約,1,77
OPP-A02997,A02997,接触済,0,8
OPP-A02998,A02998,接触済,0,119
OPP-A02999,A02999,接触済,0,25
OPP-A03000,A03000,未接触,0,1
